pc_id,size,annotated,keys
PC_03133,4,4.0,virion_structural_protein (4)
PC_03134,4,4.0,hypothetical_protein (4)
PC_03135,4,4.0,tail_length_tape_measure_protein (1); tail_fiber_protein/_lysozyme (3)
PC_03136,4,4.0,Rz-like_spanin (4)
PC_03137,4,4.0,hypothetical_protein (2); Alt-like_transcription_activator (2)
PC_03138,4,4.0,hypothetical_protein (4)
PC_03139,4,4.0,metallo-phosphoesterase (4)
PC_03140,4,4.0,DNA_primase (4)
PC_03141,4,4.0,hypothetical_protein (4)
PC_03142,4,4.0,hypothetical_protein (2); tail_fiber_protein (2)
PC_03143,4,4.0,hypothetical_protein (4)
PC_03144,4,4.0,major_head_protein (4)
PC_03145,4,4.0,hypothetical_protein (1); membrane_protein (3)
PC_03146,4,4.0,hypothetical_protein (4)
PC_03147,4,4.0,SbcC-like_subunit_of_palindrome_specific_endonuclease (4)
PC_03148,4,4.0,hypothetical_protein (4)
PC_03149,4,4.0,hypothetical_protein (4)
PC_03150,4,4.0,hypothetical_protein (4)
PC_03151,4,4.0,hypothetical_protein (3); tail_fiber_protein (1)
PC_03152,4,4.0,DNA_helicase (4)
PC_03153,4,4.0,DNA_helicase (4)
PC_03154,4,4.0,RusA-like_Holliday_junction_resolvase (4)
PC_03155,4,4.0,HNH_endonuclease (3); endonuclease (1)
PC_03156,4,4.0,hypothetical_protein (4)
PC_03157,4,4.0,hypothetical_protein (4)
PC_03158,4,4.0,hypothetical_protein (4)
PC_03159,4,4.0,hypothetical_protein (4)
PC_03160,4,4.0,virion_structural_protein (4)
PC_03161,4,4.0,hypothetical_protein (4)
PC_03162,4,4.0,hypothetical_protein (4)
PC_03163,4,4.0,hypothetical_protein (4)
PC_03164,4,4.0,hypothetical_protein (4)
PC_03165,4,4.0,hypothetical_protein (4)
PC_03166,4,4.0,head_morphogenesis (4)
PC_03167,4,4.0,portal_protein (4)
PC_03168,4,4.0,Rz-like_spanin (4)
PC_03169,4,4.0,hypothetical_protein (3); holin (1)
PC_03170,4,4.0,hypothetical_protein (4)
PC_03171,4,4.0,tail_length_tape_measure_protein (2); hypothetical_protein (2)
PC_03172,4,4.0,distal_tail_protein_Dit (4)
PC_03173,4,4.0,distal_tail_protein_Dit (4)
PC_03174,4,4.0,minor_head_protein (2); hypothetical_protein (2)
PC_03175,4,4.0,hypothetical_protein (4)
PC_03176,4,4.0,hypothetical_protein (4)
PC_03177,4,4.0,hypothetical_protein (4)
PC_03178,4,4.0,terminase_small_subunit (4)
PC_03179,4,4.0,hypothetical_protein (4)
PC_03180,4,4.0,hypothetical_protein (4)
PC_03181,4,4.0,hypothetical_protein (4)
PC_03182,4,4.0,integrase (4)
PC_03183,4,4.0,Translational_regulator_CsrA (4)
PC_03184,4,4.0,ribonucleoside_diphosphate_reductase_small_subunit (1); ribonucleotide_reductase (3)
PC_03185,4,4.0,tail_fiber_protein (4)
PC_03186,4,4.0,head_protein (4)
PC_03187,4,4.0,hypothetical_protein (4)
PC_03188,4,4.0,metal-dependent_phosphohydrolase (2); phosphohydrolase (2)
PC_03189,4,4.0,portal_protein (3); head-tail_adaptor (1)
PC_03190,4,4.0,major_head_protein (4)
PC_03191,4,4.0,hypothetical_protein (4)
PC_03192,4,4.0,hypothetical_protein (4)
PC_03193,4,4.0,hypothetical_protein (4)
PC_03194,4,4.0,HNH_endonuclease (4)
PC_03195,4,4.0,hypothetical_protein (4)
PC_03196,4,4.0,hypothetical_protein (4)
PC_03197,4,4.0,hypothetical_protein (4)
PC_03198,4,4.0,hypothetical_protein (4)
PC_03199,4,4.0,head_scaffolding_protein (4)
PC_03200,4,4.0,hypothetical_protein (4)
PC_03201,4,4.0,transcriptional_repressor (1); hypothetical_protein (3)
PC_03202,4,4.0,hypothetical_protein (4)
PC_03203,4,4.0,hypothetical_protein (4)
PC_03204,4,4.0,virion_structural_protein (4)
PC_03205,4,4.0,hypothetical_protein (4)
PC_03206,4,4.0,hypothetical_protein (4)
PC_03207,4,4.0,hypothetical_protein (4)
PC_03208,4,4.0,hypothetical_protein (4)
PC_03209,4,4.0,hypothetical_protein (4)
PC_03210,4,4.0,hypothetical_protein (4)
PC_03211,4,4.0,peptidase_HslV_family_protein (4)
PC_03212,4,4.0,DNA_polymerase_exonuclease_subunit (4)
PC_03213,4,4.0,hypothetical_protein (4)
PC_03214,4,4.0,hypothetical_protein (4)
PC_03215,4,4.0,hypothetical_protein (4)
PC_03216,4,4.0,hypothetical_protein (4)
PC_03217,4,4.0,glycosyltransferase (4)
PC_03218,4,4.0,terminase_large_subunit (4)
PC_03219,4,4.0,portal_protein (4)
PC_03220,4,4.0,HNH_endonuclease (4)
PC_03221,4,4.0,hypothetical_protein (4)
PC_03222,4,4.0,hypothetical_protein (4)
PC_03223,4,4.0,hypothetical_protein (4)
PC_03224,4,4.0,hypothetical_protein (4)
PC_03225,4,4.0,hypothetical_protein (4)
PC_03226,4,4.0,hypothetical_protein (4)
PC_03227,4,4.0,hypothetical_protein (4)
PC_03228,4,4.0,hypothetical_protein (4)
PC_03229,4,4.0,hypothetical_protein (4)
PC_03230,4,4.0,hypothetical_protein (4)
PC_03231,4,4.0,hypothetical_protein (4)
PC_03232,4,4.0,hypothetical_protein (4)
PC_03233,4,4.0,hypothetical_protein (4)
PC_03234,4,4.0,hypothetical_protein (4)
PC_03235,4,4.0,hypothetical_protein (4)
PC_03236,4,4.0,hypothetical_protein (4)
PC_03237,4,4.0,hypothetical_protein (4)
PC_03238,4,4.0,hypothetical_protein (4)
PC_03239,4,4.0,hypothetical_protein (4)
PC_03240,4,4.0,virion_structural_protein (3); hypothetical_protein (1)
PC_03241,4,4.0,structural_protein (3); hypothetical_protein (1)
PC_03242,4,4.0,hypothetical_protein (4)
PC_03243,4,4.0,hypothetical_protein (4)
PC_03244,4,4.0,hypothetical_protein (4)
PC_03245,4,4.0,hypothetical_protein (4)
PC_03246,4,4.0,hypothetical_protein (4)
PC_03247,4,4.0,hypothetical_protein (4)
PC_03248,4,4.0,hypothetical_protein (4)
PC_03249,4,4.0,hypothetical_protein (4)
PC_03250,4,4.0,hypothetical_protein (4)
PC_03251,4,4.0,hypothetical_protein (4)
PC_03252,4,4.0,hypothetical_protein (4)
PC_03253,4,4.0,hypothetical_protein (4)
PC_03254,4,4.0,hypothetical_protein (4)
PC_03255,4,4.0,hypothetical_protein (4)
PC_03256,4,4.0,hypothetical_protein (4)
PC_03257,4,4.0,hypothetical_protein (4)
PC_03258,4,4.0,hypothetical_protein (3); single_strand_DNA_binding_protein (1)
PC_03259,4,4.0,hypothetical_protein (4)
PC_03260,4,4.0,hypothetical_protein (4)
PC_03261,4,4.0,tubulin_PhuZ (4)
PC_03262,4,4.0,virion_structural_protein (4)
PC_03263,4,4.0,DNA_methyltransferase (4)
PC_03264,4,4.0,DNA_helicase (4)
PC_03265,4,4.0,SbcD-like_subunit_of_palindrome_specific_endonuclease (4)
PC_03266,4,4.0,RNA_polymerase_beta_subunit (4)
PC_03267,4,4.0,virion_structural_protein (4)
PC_03268,4,4.0,hypothetical_protein (4)
PC_03269,4,4.0,hypothetical_protein (4)
PC_03270,4,4.0,hypothetical_protein (4)
PC_03271,4,4.0,hypothetical_protein (4)
PC_03272,4,4.0,hypothetical_protein (4)
PC_03273,4,4.0,hypothetical_protein (4)
PC_03274,4,4.0,hypothetical_protein (4)
PC_03275,4,4.0,hypothetical_protein (4)
PC_03276,4,4.0,head_scaffolding_protein (4)
PC_03277,4,4.0,hypothetical_protein (4)
PC_03278,4,4.0,hypothetical_protein (4)
PC_03279,4,4.0,hypothetical_protein (4)
PC_03280,4,4.0,hypothetical_protein (4)
PC_03281,4,4.0,hypothetical_protein (4)
PC_03282,4,4.0,hypothetical_protein (4)
PC_03283,4,4.0,hypothetical_protein (4)
PC_03284,4,4.0,hypothetical_protein (4)
PC_03285,4,4.0,hypothetical_protein (4)
PC_03286,4,4.0,hypothetical_protein (4)
PC_03287,4,4.0,hypothetical_protein (4)
PC_03288,4,4.0,tail_protein (4)
PC_03289,4,4.0,hypothetical_protein (4)
PC_03290,4,4.0,hypothetical_protein (4)
PC_03291,4,4.0,upper_collar_connector (4)
PC_03292,4,4.0,hypothetical_protein (4)
PC_03293,4,4.0,hypothetical_protein (4)
PC_03294,4,4.0,portal_protein (4)
PC_03295,4,4.0,hypothetical_protein (4)
PC_03296,4,4.0,tail_completion_or_Neck1_protein (4)
PC_03297,4,4.0,hypothetical_protein (4)
PC_03298,4,4.0,baseplate_wedge_subunit (2); hypothetical_protein (2)
PC_03299,4,4.0,hypothetical_protein (4)
PC_03300,4,4.0,hypothetical_protein (4)
PC_03301,4,4.0,DNA_polymerase (4)
PC_03302,4,4.0,hypothetical_protein (4)
PC_03303,4,4.0,major_head_protein (4)
PC_03304,4,4.0,hypothetical_protein (4)
PC_03305,4,4.0,transcriptional_repressor (1); hypothetical_protein (3)
PC_03306,4,4.0,hypothetical_protein (4)
PC_03307,4,4.0,late_transcriptional_activator (4)
PC_03308,4,4.0,hypothetical_protein (4)
PC_03309,4,4.0,hypothetical_protein (4)
PC_03310,4,4.0,hypothetical_protein (4)
PC_03311,4,4.0,hypothetical_protein (4)
PC_03312,4,4.0,hypothetical_protein (4)
PC_03313,4,4.0,hypothetical_protein (4)
PC_03314,4,4.0,hypothetical_protein (4)
PC_03315,4,4.0,hypothetical_protein (4)
PC_03316,4,4.0,hypothetical_protein (4)
PC_03317,4,4.0,hypothetical_protein (4)
PC_03318,4,4.0,hypothetical_protein (4)
PC_03319,4,4.0,head-tail_adaptor_Ad1 (4)
PC_03320,4,4.0,major_head_protein (4)
PC_03321,4,4.0,head_scaffolding_protein (4)
PC_03322,4,4.0,head_maturation_protease (4)
PC_03323,4,4.0,minor_tail_protein (3); hypothetical_protein (1)
PC_03324,4,4.0,DNA_binding_protein (4)
PC_03325,4,4.0,hypothetical_protein (4)
PC_03326,4,4.0,nucleoside_2-deoxyribosyltransferase (3); hypothetical_protein (1)
PC_03327,4,4.0,DNA_helicase (3); DNA_polymerase/primase (1)
PC_03328,4,4.0,hypothetical_protein (4)
PC_03329,4,4.0,hypothetical_protein (4)
PC_03330,4,4.0,hypothetical_protein (4)
PC_03331,4,4.0,tail_completion_or_Neck1_protein (4)
PC_03332,4,4.0,hypothetical_protein (4)
PC_03333,4,4.0,hypothetical_protein (4)
PC_03334,4,4.0,hypothetical_protein (4)
PC_03335,4,4.0,hypothetical_protein (4)
PC_03336,4,4.0,hypothetical_protein (4)
PC_03337,4,4.0,hypothetical_protein (4)
PC_03338,4,4.0,hypothetical_protein (4)
PC_03339,4,4.0,hypothetical_protein (4)
PC_03340,4,4.0,Rz-like_spanin (4)
PC_03341,4,4.0,hypothetical_protein (4)
PC_03342,4,4.0,hypothetical_protein (4)
PC_03343,4,4.0,hypothetical_protein (4)
PC_03344,4,4.0,hypothetical_protein (4)
PC_03345,4,4.0,hypothetical_protein (4)
PC_03346,4,4.0,hypothetical_protein (3); tail_fiber_protein (1)
PC_03347,4,4.0,hypothetical_protein (4)
PC_03348,4,4.0,hypothetical_protein (4)
PC_03349,4,4.0,hypothetical_protein (4)
PC_03350,4,4.0,hypothetical_protein (4)
PC_03351,4,4.0,tail_fiber_protein (4)
PC_03352,4,4.0,hypothetical_protein (4)
PC_03353,4,4.0,hypothetical_protein (4)
PC_03354,4,4.0,hypothetical_protein (4)
PC_03355,4,4.0,hypothetical_protein (4)
PC_03356,4,4.0,hypothetical_protein (4)
PC_03357,4,4.0,hypothetical_protein (4)
PC_03358,4,4.0,hypothetical_protein (4)
PC_03359,4,4.0,hypothetical_protein (4)
PC_03360,4,4.0,hypothetical_protein (4)
PC_03361,4,4.0,hypothetical_protein (4)
PC_03362,4,4.0,hypothetical_protein (4)
PC_03363,4,4.0,virion_structural_protein (4)
PC_03364,4,4.0,hypothetical_protein (4)
PC_03365,4,4.0,hypothetical_protein (4)
PC_03366,4,4.0,hypothetical_protein (4)
PC_03367,4,4.0,hypothetical_protein (4)
PC_03368,4,4.0,hypothetical_protein (4)
PC_03369,4,4.0,hypothetical_protein (4)
PC_03370,4,4.0,hypothetical_protein (4)
PC_03371,4,4.0,hypothetical_protein (4)
PC_03372,4,4.0,hypothetical_protein (4)
PC_03373,4,4.0,HNH_endonuclease (3); homing_endonuclease (1)
PC_03374,4,4.0,Dda-like_helicase (3); helicase (1)
PC_03375,4,4.0,hypothetical_protein (4)
PC_03376,4,4.0,baseplate_assembly_protein (4)
PC_03377,4,4.0,hypothetical_protein (4)
PC_03378,4,4.0,hypothetical_protein (4)
PC_03379,4,4.0,single_strand_annealing_protein (4)
PC_03380,4,4.0,hypothetical_protein (4)
PC_03381,4,4.0,hypothetical_protein (4)
PC_03382,4,4.0,virion_structural_protein (4)
PC_03383,4,4.0,homing_endonuclease (4)
PC_03384,4,4.0,hypothetical_protein (4)
PC_03385,4,4.0,hypothetical_protein (4)
PC_03386,4,4.0,hypothetical_protein (4)
PC_03387,4,4.0,hypothetical_protein (4)
PC_03388,4,4.0,DNA_helicase (4)
PC_03389,4,4.0,RNA_ligase (4)
PC_03390,4,4.0,hypothetical_protein (4)
PC_03391,4,4.0,hypothetical_protein (4)
PC_03392,4,4.0,hypothetical_protein (4)
PC_03393,4,4.0,hypothetical_protein (4)
PC_03394,4,4.0,hypothetical_protein (4)
PC_03395,4,4.0,hypothetical_protein (4)
PC_03396,4,4.0,acyl_carrier_protein (4)
PC_03397,4,4.0,hypothetical_protein (4)
PC_03398,4,4.0,hypothetical_protein (4)
PC_03399,4,4.0,Rz-like_spanin (4)
PC_03400,4,4.0,hypothetical_protein (4)
PC_03401,4,4.0,tail_protein (4)
PC_03402,4,4.0,tail_terminator (4)
PC_03403,4,4.0,hypothetical_protein (4)
PC_03404,4,4.0,hypothetical_protein (4)
PC_03405,4,4.0,tail_sheath (4)
PC_03406,4,4.0,virion_structural_protein (4)
PC_03407,4,4.0,hypothetical_protein (4)
PC_03408,4,4.0,hypothetical_protein (4)
PC_03409,4,4.0,hypothetical_protein (4)
PC_03410,4,4.0,hypothetical_protein (4)
PC_03411,4,4.0,hypothetical_protein (4)
PC_03412,4,4.0,hypothetical_protein (4)
PC_03413,4,4.0,major_head_protein (4)
PC_03414,4,4.0,tail_protein (2); virion_structural_protein (2)
PC_03415,4,4.0,virion_structural_protein (4)
PC_03416,4,4.0,hypothetical_protein (4)
PC_03417,4,4.0,hypothetical_protein (4)
PC_03418,4,4.0,holin (4)
PC_03419,4,4.0,hypothetical_protein (4)
PC_03420,4,4.0,hypothetical_protein (4)
PC_03421,4,4.0,Rz-like_spanin (4)
PC_03422,4,4.0,hypothetical_protein (4)
PC_03423,4,4.0,hypothetical_protein (4)
PC_03424,4,4.0,hypothetical_protein (4)
PC_03425,4,4.0,endolysin (3); hypothetical_protein (1)
PC_03426,4,4.0,hypothetical_protein (4)
PC_03427,4,4.0,hypothetical_protein (4)
PC_03428,4,4.0,hypothetical_protein (4)
PC_03429,4,4.0,hypothetical_protein (4)
PC_03430,4,4.0,hypothetical_protein (4)
PC_03431,4,4.0,hypothetical_protein (4)
PC_03432,4,4.0,hypothetical_protein (4)
PC_03433,4,4.0,hypothetical_protein (4)
PC_03434,4,4.0,hypothetical_protein (4)
PC_03435,4,4.0,hypothetical_protein (4)
PC_03436,4,4.0,Reverse_transcriptase (4)
PC_03437,4,4.0,hypothetical_protein (4)
PC_03438,4,4.0,internal_virion_protein (4)
PC_03439,4,4.0,major_tail_protein (4)
PC_03440,4,4.0,hypothetical_protein (4)
PC_03441,4,4.0,anaerobic_ribonucleotide_reductase_small_subunit (4)
PC_03442,4,4.0,Holliday_junction_resolvase (4)
PC_03443,4,4.0,hypothetical_protein (4)
PC_03444,4,4.0,SbcC-like_subunit_of_palindrome_specific_endonuclease (3); hypothetical_protein (1)
PC_03445,4,4.0,released_from_the_phage_upon_host_infection (4)
PC_03446,4,4.0,GTP_cyclohydrolase (4)
PC_03447,4,4.0,QueE-like_radical_SAM_domain_protein (4)
PC_03448,4,4.0,hypothetical_protein (4)
PC_03449,4,4.0,virion_structural_protein (4)
PC_03450,4,4.0,portal_protein (3); hypothetical_protein (1)
PC_03451,4,4.0,virion_structural_protein (3); hypothetical_protein (1)
PC_03452,4,4.0,single_strand_DNA_binding_protein (4)
PC_03453,4,4.0,glycoside_hydrolase (4)
PC_03454,4,4.0,minor_tail_protein (4)
PC_03455,4,4.0,tail_protein (4)
PC_03456,4,4.0,amidase (4)
PC_03457,4,4.0,hypothetical_protein (4)
PC_03458,4,4.0,hypothetical_protein (4)
PC_03459,4,4.0,hypothetical_protein (4)
PC_03460,3,3.0,integrase (3)
PC_03461,3,3.0,DNA_methyltransferase (3)
PC_03462,3,3.0,hypothetical_protein (3)
PC_03463,3,3.0,hypothetical_protein (3)
PC_03464,3,3.0,DNA_binding_protein (3)
PC_03465,3,3.0,pilot_protein_for_DNA_ejection (3)
PC_03466,3,3.0,hypothetical_protein (3)
PC_03467,3,3.0,hypothetical_protein (3)
PC_03468,3,3.0,hypothetical_protein (3)
PC_03469,3,3.0,hypothetical_protein (3)
PC_03470,3,3.0,hypothetical_protein (3)
PC_03471,3,3.0,anti-repressor_Ant (3)
PC_03472,3,3.0,hypothetical_protein (3)
PC_03473,3,3.0,hypothetical_protein (1); transcriptional_repressor (2)
PC_03474,3,3.0,hypothetical_protein (3)
PC_03475,3,3.0,hypothetical_protein (3)
PC_03476,3,3.0,hypothetical_protein (3)
PC_03477,3,3.0,hypothetical_protein (3)
PC_03478,3,3.0,hypothetical_protein (3)
PC_03479,3,3.0,minor_head_protein (3)
PC_03480,3,3.0,head_morphogenesis (3)
PC_03481,3,3.0,hypothetical_protein (3)
PC_03482,3,3.0,DNA_methyltransferase (3)
PC_03483,3,3.0,DNA_methyltransferase (3)
PC_03484,3,3.0,hypothetical_protein (3)
PC_03485,3,3.0,hypothetical_protein (3)
PC_03486,3,3.0,hypothetical_protein (3)
PC_03487,3,3.0,hypothetical_protein (3)
PC_03488,3,3.0,hypothetical_protein (3)
PC_03489,3,3.0,hypothetical_protein (3)
PC_03490,3,3.0,DNA_helicase (2); terminase_large_subunit (1)
PC_03491,3,3.0,DNA_methyltransferase (3)
PC_03492,3,3.0,nucleotide_kinase (3)
PC_03493,3,3.0,nucleotide_kinase (3)
PC_03494,3,3.0,hypothetical_protein (3)
PC_03495,3,3.0,ParA-like_partition_protein (3)
PC_03496,3,3.0,endolysin (3)
PC_03497,3,3.0,hypothetical_protein (3)
PC_03498,3,3.0,hypothetical_protein (3)
PC_03499,3,3.0,hypothetical_protein (3)
PC_03500,3,3.0,hypothetical_protein (3)
PC_03501,3,3.0,hypothetical_protein (3)
PC_03502,3,3.0,hypothetical_protein (3)
PC_03503,3,3.0,hypothetical_protein (3)
PC_03504,3,3.0,hypothetical_protein (3)
PC_03505,3,3.0,hypothetical_protein (3)
PC_03506,3,3.0,hypothetical_protein (3)
PC_03507,3,3.0,thymidylate_synthase (3)
PC_03508,3,3.0,hypothetical_protein (3)
PC_03509,3,3.0,hypothetical_protein (3)
PC_03510,3,3.0,minor_tail_protein (3)
PC_03511,3,3.0,hypothetical_protein (3)
PC_03512,3,3.0,hypothetical_protein (3)
PC_03513,3,3.0,hypothetical_protein (3)
PC_03514,3,3.0,hypothetical_protein (3)
PC_03515,3,3.0,NAD-dependent_DNA_ligase (3)
PC_03516,3,3.0,hypothetical_protein (3)
PC_03517,3,3.0,DNA_helicase (3)
PC_03518,3,3.0,hypothetical_protein (3)
PC_03519,3,3.0,DNA_polymerase_exonuclease_subunit (3)
PC_03520,3,3.0,hypothetical_protein (3)
PC_03521,3,3.0,hypothetical_protein (3)
PC_03522,3,3.0,hypothetical_protein (3)
PC_03523,3,3.0,baseplate_protein (3)
PC_03524,3,3.0,tail_protein (3)
PC_03525,3,3.0,tail_assembly_chaperone (3)
PC_03526,3,3.0,hypothetical_protein (3)
PC_03527,3,3.0,hypothetical_protein (3)
PC_03528,3,3.0,DNA_circularization (3)
PC_03529,3,3.0,DNA_circularization (3)
PC_03530,3,3.0,tail_completion_or_Neck1_protein (3)
PC_03531,3,3.0,head_closure_Hc1 (3)
PC_03532,3,3.0,head-tail_adaptor_Ad1 (3)
PC_03533,3,3.0,hypothetical_protein (3)
PC_03534,3,3.0,hypothetical_protein (3)
PC_03535,3,3.0,hypothetical_protein (3)
PC_03536,3,3.0,hypothetical_protein (3)
PC_03537,3,3.0,hypothetical_protein (3)
PC_03538,3,3.0,hypothetical_protein (3)
PC_03539,3,3.0,DNA_primase (1); hypothetical_protein (2)
PC_03540,3,3.0,hypothetical_protein (3)
PC_03541,3,3.0,hypothetical_protein (3)
PC_03542,3,3.0,hypothetical_protein (1); UvsX-like_recombinase (2)
PC_03543,3,3.0,hypothetical_protein (3)
PC_03544,3,3.0,hypothetical_protein (3)
PC_03545,3,3.0,hypothetical_protein (3)
PC_03546,3,3.0,hypothetical_protein (3)
PC_03547,3,3.0,DNA_binding_domain_protein (3)
PC_03548,3,3.0,portal_protein (2); hypothetical_protein (1)
PC_03549,3,3.0,hypothetical_protein (3)
PC_03550,3,3.0,protein_with_Ig_domain_protein (3)
PC_03551,3,3.0,hypothetical_protein (3)
PC_03552,3,3.0,transcriptional_repressor (2); hypothetical_protein (1)
PC_03553,3,3.0,DNA_binding_protein (2); hypothetical_protein (1)
PC_03554,3,3.0,Mu_Gam-like_end_protection (3)
PC_03555,3,3.0,hypothetical_protein (3)
PC_03556,3,3.0,dCTP_deaminase (3)
PC_03557,3,3.0,tail_spike_protein (3)
PC_03558,3,3.0,hypothetical_protein (3)
PC_03559,3,3.0,terminase (3)
PC_03560,3,3.0,hypothetical_protein (3)
PC_03561,3,3.0,tail_fiber_protein (1); virion_structural_protein (1); hypothetical_protein (1)
PC_03562,3,3.0,hypothetical_protein (3)
PC_03563,3,3.0,hypothetical_protein (3)
PC_03564,3,3.0,head-tail_adaptor (3)
PC_03565,3,3.0,transposase (2); hypothetical_protein (1)
PC_03566,3,3.0,terminase_large_subunit (3)
PC_03567,3,3.0,hypothetical_protein (3)
PC_03568,3,3.0,hypothetical_protein (3)
PC_03569,3,3.0,hypothetical_protein (3)
PC_03570,3,3.0,hypothetical_protein (3)
PC_03571,3,3.0,hypothetical_protein (3)
PC_03572,3,3.0,hypothetical_protein (3)
PC_03573,3,3.0,hypothetical_protein (3)
PC_03574,3,3.0,hypothetical_protein (3)
PC_03575,3,3.0,hypothetical_protein (3)
PC_03576,3,3.0,hypothetical_protein (3)
PC_03577,3,3.0,hypothetical_protein (3)
PC_03578,3,3.0,hypothetical_protein (3)
PC_03579,3,3.0,anti-repressor_Ant (1); hypothetical_protein (2)
PC_03580,3,3.0,hypothetical_protein (3)
PC_03581,3,3.0,hypothetical_protein (3)
PC_03582,3,3.0,hypothetical_protein (3)
PC_03583,3,3.0,RecT-like_ssDNA_annealing_protein (3)
PC_03584,3,3.0,hypothetical_protein (3)
PC_03585,3,3.0,hypothetical_protein (3)
PC_03586,3,3.0,hypothetical_protein (3)
PC_03587,3,3.0,hypothetical_protein (3)
PC_03588,3,3.0,hypothetical_protein (3)
PC_03589,3,3.0,hypothetical_protein (3)
PC_03590,3,3.0,hypothetical_protein (3)
PC_03591,3,3.0,baseplate_hub_subunit_and_tail_lysozyme (3)
PC_03592,3,3.0,hypothetical_protein (3)
PC_03593,3,3.0,excisionase (3)
PC_03594,3,3.0,hypothetical_protein (3)
PC_03595,3,3.0,hypothetical_protein (3)
PC_03596,3,3.0,hypothetical_protein (3)
PC_03597,3,3.0,hypothetical_protein (3)
PC_03598,3,3.0,hypothetical_protein (3)
PC_03599,3,3.0,GTP-binding_domain_protein (3)
PC_03600,3,3.0,hypothetical_protein (3)
PC_03601,3,3.0,hypothetical_protein (3)
PC_03602,3,3.0,hypothetical_protein (3)
PC_03603,3,3.0,tail_sheath (3)
PC_03604,3,3.0,PmgG-like_head_morphogenesis (3)
PC_03605,3,3.0,hypothetical_protein (3)
PC_03606,3,3.0,baseplate_protein (3)
PC_03607,3,3.0,portal_protein (3)
PC_03608,3,3.0,hypothetical_protein (3)
PC_03609,3,3.0,transcriptional_repressor (3)
PC_03610,3,3.0,hypothetical_protein (3)
PC_03611,3,3.0,hypothetical_protein (3)
PC_03612,3,3.0,hypothetical_protein (3)
PC_03613,3,3.0,hypothetical_protein (1); terminase_small_subunit (2)
PC_03614,3,3.0,hypothetical_protein (3)
PC_03615,3,3.0,hypothetical_protein (3)
PC_03616,3,3.0,hypothetical_protein (3)
PC_03617,3,3.0,lytic_tail_protein (2); tail_length_tape_measure_protein (1)
PC_03618,3,3.0,internal_virion_protein (2); hypothetical_protein (1)
PC_03619,3,3.0,tail_protein (3)
PC_03620,3,3.0,head_assembly (2); hypothetical_protein (1)
PC_03621,3,3.0,hypothetical_protein (3)
PC_03622,3,3.0,deoxynucleoside_monophosphate_kinase (3)
PC_03623,3,3.0,hypothetical_protein (3)
PC_03624,3,3.0,hypothetical_protein (3)
PC_03625,3,3.0,hypothetical_protein (3)
PC_03626,3,3.0,hypothetical_protein (3)
PC_03627,3,3.0,hypothetical_protein (3)
PC_03628,3,3.0,excisionase (3)
PC_03629,3,3.0,integrase (3)
PC_03630,3,3.0,hypothetical_protein (3)
PC_03631,3,3.0,hypothetical_protein (3)
PC_03632,3,3.0,HTH_DNA_binding_protein (3)
PC_03633,3,3.0,head_closure_Hc1 (3)
PC_03634,3,3.0,head-tail_adaptor_Ad1 (3)
PC_03635,3,3.0,hypothetical_protein (3)
PC_03636,3,3.0,head_closure (3)
PC_03637,3,3.0,hypothetical_protein (3)
PC_03638,3,3.0,tail_protein (3)
PC_03639,3,3.0,hypothetical_protein (1); tail_length_tape_measure_protein (2)
PC_03640,3,3.0,toxin-antitoxin_system_HicB-like_protein (3)
PC_03641,3,3.0,DNA_polymerase (3)
PC_03642,3,3.0,hypothetical_protein (3)
PC_03643,3,3.0,hypothetical_protein (3)
PC_03644,3,3.0,hypothetical_protein (3)
PC_03645,3,3.0,Rnase_H (3)
PC_03646,3,3.0,hypothetical_protein (3)
PC_03647,3,3.0,hypothetical_protein (3)
PC_03648,3,3.0,hypothetical_protein (3)
PC_03649,3,3.0,Rz-like_spanin (3)
PC_03650,3,3.0,hypothetical_protein (3)
PC_03651,3,3.0,tail_completion_or_Neck1_protein (3)
PC_03652,3,3.0,structural_protein (3)
PC_03653,3,3.0,tail_assembly_protein (3)
PC_03654,3,3.0,hypothetical_protein (3)
PC_03655,3,3.0,hypothetical_protein (3)
PC_03656,3,3.0,Erf-like_ssDNA_annealing_protein (3)
PC_03657,3,3.0,hypothetical_protein (3)
PC_03658,3,3.0,hypothetical_protein (3)
PC_03659,3,3.0,tail_fiber_protein (3)
PC_03660,3,3.0,tail_fiber_assembly (3)
PC_03661,3,3.0,hypothetical_protein (3)
PC_03662,3,3.0,hypothetical_protein (3)
PC_03663,3,3.0,hypothetical_protein (3)
PC_03664,3,3.0,replication (3)
PC_03665,3,3.0,tail_length_tape_measure_protein (3)
PC_03666,3,3.0,head_maturation_protease (3)
PC_03667,3,3.0,major_head_protein (3)
PC_03668,3,3.0,tail_tube_protein (3)
PC_03669,3,3.0,tail_protein (3)
PC_03670,3,3.0,tail_fiber_protein (3)
PC_03671,3,3.0,hypothetical_protein (3)
PC_03672,3,3.0,hypothetical_protein (3)
PC_03673,3,3.0,hypothetical_protein (3)
PC_03674,3,3.0,endolysin (3)
PC_03675,3,3.0,CII-like_transcriptional_activator (3)
PC_03676,3,3.0,integrase (3)
PC_03677,3,3.0,hypothetical_protein (3)
PC_03678,3,3.0,hypothetical_protein (3)
PC_03679,3,3.0,hypothetical_protein (3)
PC_03680,3,3.0,DNA_primase (3)
PC_03681,3,3.0,hypothetical_protein (3)
